0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,category,urgency_level,urgency_score,original_text
238.0,33.0,7.0,6.212121212121212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,-0.3,0.48333333333333334,0.3,0.0,0.0,0.0,0.0,0.5599999999999999,road_problems,HIGH,10,I am writing to inform danger: road collapse highway poses immediate threat to public safety. dangerous intervention needed. causing accidents. pedestrians at risk. this happened yesterday. already caused accidents. visible from the road.
205.0,30.0,8.0,5.866666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.85,-0.15833333333333335,0.5416666666666666,0.15833333333333335,0.0,0.0,0.0,0.0,0.5683333333333334,road_problems,HIGH,9,Critical issue - broken roads bridge. This is a serious safety risk. Please address immediately. Causing accidents. Vehicles getting damaged. Noticed this morning. Already caused accidents. In a busy area.
212.0,29.0,7.0,6.310344827586207,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.14444444444444446,0.43333333333333335,0.14444444444444446,0.0,0.0,0.0,0.0,0.5144444444444445,road_problems,HIGH,9,DANGER: road collapse main road poses immediate threat to public safety. Dangerous intervention needed. Causing accidents. Pedestrians at risk. Just saw this. Already damaged vehicles. Close to residential homes.
211.0,28.0,7.0,6.678571428571429,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.14285714285714285,0.3011904761904762,0.14285714285714285,0.0,0.0,0.0,0.0,0.5292857142857142,road_problems,HIGH,8,DANGER: waterlogging bridge poses immediate threat to public safety. Urgent intervention needed. Causing accidents. Pedestrians at risk. Happening right now. Already caused accidents. Close to residential homes.
213.0,27.0,7.0,6.888888888888889,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,-0.16666666666666666,0.36666666666666664,0.16666666666666666,0.0,0.0,0.0,0.0,0.48666666666666664,road_problems,HIGH,8,DANGER: cracks residential street poses immediate threat to public safety. Serious intervention needed. Causing accidents. Traffic chaos. Noticed this morning. Already damaged vehicles. Close to residential homes.
218.0,28.0,7.0,6.785714285714286,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,-0.15000000000000002,0.35,0.15000000000000002,0.0,0.0,0.0,0.0,0.425,road_problems,HIGH,9,There is a emergency situation: broken roads bridge creating life-threatening conditions. immediate response required. causing accidents. traffic chaos. this happened yesterday. already injured someone. in a busy area.
225.0,27.0,7.0,7.481481481481482,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.22619047619047616,0.43452380952380953,0.22619047619047616,0.0,0.0,0.0,0.0,0.4776190476190476,road_problems,HIGH,10,Emergency situation: waterlogging main road creating life-threatening conditions. Immediate response required. Causing accidents. Pedestrians at risk. Happening right now. Already damaged vehicles. Close to residential homes.
227.0,32.0,7.0,6.09375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.08333333333333333,0.19999999999999998,0.08333333333333333,0.0,0.0,0.0,0.0,0.35833333333333334,road_problems,HIGH,9,Hey there's a danger: cracks main road poses immediate threat to public safety. life-threatening intervention needed. causing accidents. pedestrians at risk. noticed this morning. already injured someone. visible from the road.
224.0,28.0,8.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.48,road_problems,HIGH,10,Help! We have emergency situation: road collapse highway creating life-threatening conditions. immediate response required. causing accidents. traffic chaos. this happened yesterday. already caused accidents. in a busy area.
219.0,31.0,7.0,6.064516129032258,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.17333333333333334,0.44000000000000006,0.17333333333333334,0.0,0.0,0.0,0.0,0.49233333333333335,road_problems,HIGH,9,This concerns me urgent: uneven surface causing serious safety hazard main road. dangerous action needed cannot wait. causing accidents. traffic chaos. just saw this. already injured someone. close to residential homes.
